"","FacilityId","County","FacilityName","Variable","Year_2019","Year_2018","change"
"1478","IL1770100","Stephenson","Dakota (PWS)","percent_unknown",100,100,0
"1479","IL1770100","Stephenson","Dakota (PWS)","percent_unknownnotlead",0,0,0
"1480","IL1770100","Stephenson","Dakota (PWS)","Total",200,200,0
"1481","IL0674300","Hancock","Dallas City-Wtp (PWS)","percent_lead",19.7,20,-0.300000000000001
"1482","IL0674300","Hancock","Dallas City-Wtp (PWS)","percent_unknown",39.8,40,-0.200000000000003
"1483","IL0674300","Hancock","Dallas City-Wtp (PWS)","percent_unknownnotlead",0,0,0
"1484","IL0674300","Hancock","Dallas City-Wtp (PWS)","Total",502,500,2
"1485","IL0710010","Henderson","Dallas Rural Water District (PWS)","percent_lead",0,0,0
"1486","IL0710010","Henderson","Dallas Rural Water District (PWS)","percent_unknown",27.7,0,27.7
"1487","IL0710010","Henderson","Dallas Rural Water District (PWS)","percent_unknownnotlead",0,17.1,-17.1
"1488","IL0710010","Henderson","Dallas Rural Water District (PWS)","Total",2424,2421,3
"1489","IL1390150","Moultrie","Dalton City (PWS)","percent_lead",0,0,0
"1490","IL1390150","Moultrie","Dalton City (PWS)","percent_unknown",12.8,17.2,-4.4
"1491","IL1390150","Moultrie","Dalton City (PWS)","percent_unknownnotlead",0,0,0
"1492","IL1390150","Moultrie","Dalton City (PWS)","Total",250,250,0
"1493","IL0110250","Bureau","Dalzell (PWS)","percent_lead",0,0,0
"1494","IL0110250","Bureau","Dalzell (PWS)","percent_unknown",0,0,0
"1495","IL0110250","Bureau","Dalzell (PWS)","percent_unknownnotlead",0,0,0
"1496","IL0110250","Bureau","Dalzell (PWS)","Total",299,299,0
"1497","IL0275200","Clinton","Damiansville (PWS)","percent_lead",0,0,0
"1498","IL0275200","Clinton","Damiansville (PWS)","percent_unknown",100,100,0
"1499","IL0275200","Clinton","Damiansville (PWS)","percent_unknownnotlead",0,0,0
"1500","IL0275200","Clinton","Damiansville (PWS)","Total",284,263,21
"1501","IL0750350","Iroquois","Danforth (PWS)","percent_lead",0,0,0
"1502","IL0750350","Iroquois","Danforth (PWS)","percent_unknown",97.3,97.7,-0.400000000000006
"1503","IL0750350","Iroquois","Danforth (PWS)","percent_unknownnotlead",0,0,0
"1504","IL0750350","Iroquois","Danforth (PWS)","Total",220,220,0
"1505","IL1130450","McLean","Danvers (PWS)","percent_lead",0,0,0
"1506","IL1130450","McLean","Danvers (PWS)","percent_unknown",31.4,31.4,0
"1507","IL1130450","McLean","Danvers (PWS)","percent_unknownnotlead",0,0,0
"1508","IL1130450","McLean","Danvers (PWS)","Total",478,478,0
"1509","IL0430270","DuPage","Darien (PWS)","percent_lead",0,0,0
"1510","IL0430270","DuPage","Darien (PWS)","percent_unknown",1.8,1.8,0
"1511","IL0430270","DuPage","Darien (PWS)","percent_unknownnotlead",0,0,0
"1512","IL0430270","DuPage","Darien (PWS)","Total",9500,9500,0
"1513","IL0995225","LaSalle","Dattis MHP (PWS)","percent_lead",0,0,0
"1514","IL0995225","LaSalle","Dattis MHP (PWS)","percent_unknown",0,0,0
"1515","IL0995225","LaSalle","Dattis MHP (PWS)","percent_unknownnotlead",0,0,0
"1516","IL0995225","LaSalle","Dattis MHP (PWS)","Total",50,50,0
"1517","IL1770150","Stephenson","Davis (PWS)","percent_lead",0.8,0,0.8
"1518","IL1770150","Stephenson","Davis (PWS)","percent_unknown",45.4,0,45.4
"1519","IL1770150","Stephenson","Davis (PWS)","percent_unknownnotlead",0,8.3,-8.3
"1520","IL1770150","Stephenson","Davis (PWS)","Total",240,240,0
"1521","IL1410030","Ogle","Davis Junction (PWS)","percent_lead",0,0,0
"1522","IL1410030","Ogle","Davis Junction (PWS)","percent_unknown",0,0,0
"1523","IL1410030","Ogle","Davis Junction (PWS)","percent_unknownnotlead",0,0,0
"1524","IL1410030","Ogle","Davis Junction (PWS)","Total",905,672,233
"1525","IL1670400","Sangamon","Dawson (PWS)","percent_lead",0,0,0
"1526","IL1670400","Sangamon","Dawson (PWS)","percent_unknown",100,100,0
"1527","IL1670400","Sangamon","Dawson (PWS)","percent_unknownnotlead",0,0,0
"1528","IL1670400","Sangamon","Dawson (PWS)","Total",825,825,0
"1529","IL0977189","Lake","Dayspring Bible College Water (PWS)","percent_lead",0,0,0
"1530","IL0977189","Lake","Dayspring Bible College Water (PWS)","percent_unknown",0,0,0
"1531","IL0977189","Lake","Dayspring Bible College Water (PWS)","percent_unknownnotlead",0,0,0
"1532","IL0977189","Lake","Dayspring Bible College Water (PWS)","Total",3,3,0
"1533","IL0370100","DeKalb","De Kalb (PWS)","percent_lead",2.2,2.3,-0.0999999999999996
"1534","IL0370100","DeKalb","De Kalb (PWS)","percent_unknown",13.1,13.2,-0.0999999999999996
"1535","IL0370100","DeKalb","De Kalb (PWS)","percent_unknownnotlead",0,0,0
"1536","IL0370100","DeKalb","De Kalb (PWS)","Total",10709,10696,13
"1537","IL0375148","DeKalb","De Kalb University - Suburban Apartments (PWS)","percent_lead",0,0,0
"1538","IL0375148","DeKalb","De Kalb University - Suburban Apartments (PWS)","percent_unknown",100,100,0
"1539","IL0375148","DeKalb","De Kalb University - Suburban Apartments (PWS)","percent_unknownnotlead",0,0,0
"1540","IL0375148","DeKalb","De Kalb University - Suburban Apartments (PWS)","Total",26,26,0
"1541","IL1470200","Piatt","De Land (PWS)","percent_lead",0,0,0
"1542","IL1470200","Piatt","De Land (PWS)","percent_unknown",59.5,68.1,-8.59999999999999
"1543","IL1470200","Piatt","De Land (PWS)","percent_unknownnotlead",0,0,0
"1544","IL1470200","Piatt","De Land (PWS)","Total",210,210,0
"1545","IL0110300","Bureau","De Pue (PWS)","percent_lead",23.5,25.3,-1.8
"1546","IL0110300","Bureau","De Pue (PWS)","percent_unknown",0,0,0
"1547","IL0110300","Bureau","De Pue (PWS)","percent_unknownnotlead",0,0,0
"1548","IL0110300","Bureau","De Pue (PWS)","Total",669,669,0
"1549","IL0770200","Jackson","De Soto (PWS)","percent_lead",0,0,0
"1550","IL0770200","Jackson","De Soto (PWS)","percent_unknown",0,100,-100
"1551","IL0770200","Jackson","De Soto (PWS)","percent_unknownnotlead",0,0,0
"1552","IL0770200","Jackson","De Soto (PWS)","Total",958,861,97
"1553","IL0390100","DeWitt","De Witt (PWS)","percent_lead",0,0,0
"1554","IL0390100","DeWitt","De Witt (PWS)","percent_unknown",0,100,-100
"1555","IL0390100","DeWitt","De Witt (PWS)","percent_unknownnotlead",0,0,0
"1556","IL0390100","DeWitt","De Witt (PWS)","Total",72,72,0
"1557","IL1150150","Macon","Decatur (PWS)","percent_lead",15.8,17.2,-1.4
"1558","IL1150150","Macon","Decatur (PWS)","percent_unknown",0.7,0.2,0.5
"1559","IL1150150","Macon","Decatur (PWS)","percent_unknownnotlead",0,0,0
"1560","IL1150150","Macon","Decatur (PWS)","Total",29094,29203,-109
"1561","IL1794320","Tazewell","Deer Creek (PWS)","percent_lead",0,0,0
"1562","IL1794320","Tazewell","Deer Creek (PWS)","percent_unknown",0,87.3,-87.3
"1563","IL1794320","Tazewell","Deer Creek (PWS)","percent_unknownnotlead",87.3,0,87.3
"1564","IL1794320","Tazewell","Deer Creek (PWS)","Total",307,307,0
"1565","IL0974340","Lake","Deerfield (PWS)","percent_lead",12.9,14,-1.1
"1566","IL0974340","Lake","Deerfield (PWS)","percent_unknown",0,0,0
"1567","IL0974340","Lake","Deerfield (PWS)","percent_unknownnotlead",0,0,0
"1568","IL0974340","Lake","Deerfield (PWS)","Total",6788,6786,2
"1569","IL1670240","Sangamon","Deerwood Estates (PWS)","percent_lead",0,0,0
"1570","IL1670240","Sangamon","Deerwood Estates (PWS)","percent_unknown",100,100,0
"1571","IL1670240","Sangamon","Deerwood Estates (PWS)","percent_unknownnotlead",0,0,0
"1572","IL1670240","Sangamon","Deerwood Estates (PWS)","Total",90,90,0
"1573","IL1790150","Tazewell","Delavan (PWS)","percent_lead",0,24.9,-24.9
"1574","IL1790150","Tazewell","Delavan (PWS)","percent_unknown",41.7,0,41.7
"1575","IL1790150","Tazewell","Delavan (PWS)","percent_unknownnotlead",0,0,0
"1576","IL1790150","Tazewell","Delavan (PWS)","Total",240,847,-607
"1577","IL1430070","Peoria","Deluxe Lake Estates MHP (PWS)","percent_lead",0,0,0
"1578","IL1430070","Peoria","Deluxe Lake Estates MHP (PWS)","percent_unknown",0,0,0
"1579","IL1430070","Peoria","Deluxe Lake Estates MHP (PWS)","percent_unknownnotlead",0,0,0
"1580","IL1430070","Peoria","Deluxe Lake Estates MHP (PWS)","Total",130,130,0
"1581","IL0310630","Cook","Des Plaines (PWS)","percent_lead",3.5,1.7,1.8
"1582","IL0310630","Cook","Des Plaines (PWS)","percent_unknown",40.5,64.6,-24.1
"1583","IL0310630","Cook","Des Plaines (PWS)","percent_unknownnotlead",0,0,0
"1584","IL0310630","Cook","Des Plaines (PWS)","Total",16735,16412,323
"1585","IL0317775","Cook","Des Plaines MHP (PWS)","percent_lead",0,0,0
"1586","IL0317775","Cook","Des Plaines MHP (PWS)","percent_unknown",0,0,0
"1587","IL0317775","Cook","Des Plaines MHP (PWS)","percent_unknownnotlead",0,0,0
"1588","IL0317775","Cook","Des Plaines MHP (PWS)","Total",162,162,0
"1589","IL1995160","Williamson","Devils Kitchen Water District (PWS)","percent_lead",0,0,0
"1590","IL1995160","Williamson","Devils Kitchen Water District (PWS)","percent_unknown",0.9,1.8,-0.9
"1591","IL1995160","Williamson","Devils Kitchen Water District (PWS)","percent_unknownnotlead",0,0,0
"1592","IL1995160","Williamson","Devils Kitchen Water District (PWS)","Total",542,548,-6
"1593","IL0195200","Champaign","Dewey Pwd (PWS)","percent_lead",0,0,0
"1594","IL0195200","Champaign","Dewey Pwd (PWS)","percent_unknown",91.1,94.6,-3.5
"1595","IL0195200","Champaign","Dewey Pwd (PWS)","percent_unknownnotlead",0,0,0
"1596","IL0195200","Champaign","Dewey Pwd (PWS)","Total",56,56,0
"1597","IL1690020","Schuyler","DHS Rushville Treatment And Detention (PWS)","percent_lead",0,0,0
"1598","IL1690020","Schuyler","DHS Rushville Treatment And Detention (PWS)","percent_unknown",0,0,0
"1599","IL1690020","Schuyler","DHS Rushville Treatment And Detention (PWS)","percent_unknownnotlead",0,0,0
"1600","IL1690020","Schuyler","DHS Rushville Treatment And Detention (PWS)","Total",5,5,0
"1601","IL0630250","Grundy","Diamond (PWS)","percent_lead",0,0,0
"1602","IL0630250","Grundy","Diamond (PWS)","percent_unknown",0,0,0
"1603","IL0630250","Grundy","Diamond (PWS)","percent_unknownnotlead",0,0,0
"1604","IL0630250","Grundy","Diamond (PWS)","Total",898,898,0
"1605","IL0975185","Lake","Diamond Lake MHP (PWS)","percent_lead",0,0,0
"1606","IL0975185","Lake","Diamond Lake MHP (PWS)","percent_unknown",0,0,0
"1607","IL0975185","Lake","Diamond Lake MHP (PWS)","percent_unknownnotlead",0,0,0
"1608","IL0975185","Lake","Diamond Lake MHP (PWS)","Total",63,63,0
"1609","IL0490150","Effingham","Dieterich (PWS)","percent_lead",0,0,0
"1610","IL0490150","Effingham","Dieterich (PWS)","percent_unknown",0,0,0
"1611","IL0490150","Effingham","Dieterich (PWS)","percent_unknownnotlead",0,0,0
"1612","IL0490150","Effingham","Dieterich (PWS)","Total",389,386,3
"1613","IL1670450","Sangamon","Divernon (PWS)","percent_lead",0,0,0
"1614","IL1670450","Sangamon","Divernon (PWS)","percent_unknown",0,0,0
"1615","IL1670450","Sangamon","Divernon (PWS)","percent_unknownnotlead",0,0,0
"1616","IL1670450","Sangamon","Divernon (PWS)","Total",556,554,2
"1617","IL0815100","Jefferson","Dix-Kell Water Commssion (PWS)","percent_lead",0,0,0
"1618","IL0815100","Jefferson","Dix-Kell Water Commssion (PWS)","percent_unknown",0,0,0
"1619","IL0815100","Jefferson","Dix-Kell Water Commssion (PWS)","percent_unknownnotlead",0,0,0
"1620","IL0815100","Jefferson","Dix-Kell Water Commssion (PWS)","Total",713,713,0
"1621","IL1975520","Will","Dixie Estates Subdivision (PWS)","percent_lead",0,0,0
"1622","IL1975520","Will","Dixie Estates Subdivision (PWS)","percent_unknown",0,0,0
"1623","IL1975520","Will","Dixie Estates Subdivision (PWS)","percent_unknownnotlead",0,0,0
"1624","IL1975520","Will","Dixie Estates Subdivision (PWS)","Total",58,58,0
"1625","IL0310660","Cook","Dixmoor (PWS)","percent_lead",74.5,74.5,0
"1626","IL0310660","Cook","Dixmoor (PWS)","percent_unknown",0,0,0
"1627","IL0310660","Cook","Dixmoor (PWS)","percent_unknownnotlead",0,0,0
"1628","IL0310660","Cook","Dixmoor (PWS)","Total",655,655,0
"1629","IL1030200","Lee","Dixon (PWS)","percent_lead",0,0,0
"1630","IL1030200","Lee","Dixon (PWS)","percent_unknown",6.5,6.8,-0.3
"1631","IL1030200","Lee","Dixon (PWS)","percent_unknownnotlead",0,0,0
"1632","IL1030200","Lee","Dixon (PWS)","Total",5737,5732,5
"1633","IL1035500","Lee","Dixon Correctional Center (PWS)","percent_lead",0,0,0
"1634","IL1035500","Lee","Dixon Correctional Center (PWS)","percent_unknown",0,0,0
"1635","IL1035500","Lee","Dixon Correctional Center (PWS)","percent_unknownnotlead",0,0,0
"1636","IL1035500","Lee","Dixon Correctional Center (PWS)","Total",52,52,0
"1637","IL0310690","Cook","Dolton (PWS)","percent_lead",37.1,69.1,-32
"1638","IL0310690","Cook","Dolton (PWS)","percent_unknown",28.3,4.5,23.8
"1639","IL0310690","Cook","Dolton (PWS)","percent_unknownnotlead",8.8,0,8.8
"1640","IL0310690","Cook","Dolton (PWS)","Total",8938,8938,0
"1641","IL1810200","Union","Dongola (PWS)","percent_lead",0,0,0
"1642","IL1810200","Union","Dongola (PWS)","percent_unknown",34.2,34.2,0
"1643","IL1810200","Union","Dongola (PWS)","percent_unknownnotlead",0,0,0
"1644","IL1810200","Union","Dongola (PWS)","Total",380,380,0
"1645","IL0054360","Bond","Donnellson (PWS)","percent_lead",0,0,0
"1646","IL0054360","Bond","Donnellson (PWS)","percent_unknown",59.5,0,59.5
"1647","IL0054360","Bond","Donnellson (PWS)","percent_unknownnotlead",0,59.5,-59.5
"1648","IL0054360","Bond","Donnellson (PWS)","Total",126,126,0
"1649","IL0375150","DeKalb","Donny Brook Estates Subdivision (PWS)","percent_lead",0,0,0
"1650","IL0375150","DeKalb","Donny Brook Estates Subdivision (PWS)","percent_unknown",0,0,0
"1651","IL0375150","DeKalb","Donny Brook Estates Subdivision (PWS)","percent_unknownnotlead",0,0,0
"1652","IL0375150","DeKalb","Donny Brook Estates Subdivision (PWS)","Total",12,12,0
"1653","IL0750400","Iroquois","Donovan (PWS)","percent_lead",0,0,0
"1654","IL0750400","Iroquois","Donovan (PWS)","percent_unknown",100,100,0
"1655","IL0750400","Iroquois","Donovan (PWS)","percent_unknownnotlead",0,0,0
"1656","IL0750400","Iroquois","Donovan (PWS)","Total",140,140,0
"1657","IL1170250","Macoupin","Dorchester (PWS)","percent_lead",0,0,0
"1658","IL1170250","Macoupin","Dorchester (PWS)","percent_unknown",0,0,0
"1659","IL1170250","Macoupin","Dorchester (PWS)","percent_unknownnotlead",19,19,0
"1660","IL1170250","Macoupin","Dorchester (PWS)","Total",210,210,0
"1661","IL0110350","Bureau","Dover (PWS)","percent_lead",0,0,0
"1662","IL0110350","Bureau","Dover (PWS)","percent_unknown",100,100,0
"1663","IL0110350","Bureau","Dover (PWS)","percent_unknownnotlead",0,0,0
"1664","IL0110350","Bureau","Dover (PWS)","Total",65,65,0
"1665","IL0770250","Jackson","Dowell (PWS)","percent_lead",0,0,0
"1666","IL0770250","Jackson","Dowell (PWS)","percent_unknown",0,78.3,-78.3
"1667","IL0770250","Jackson","Dowell (PWS)","percent_unknownnotlead",74.7,0,74.7
"1668","IL0770250","Jackson","Dowell (PWS)","Total",434,498,-64
"1669","IL0430300","DuPage","Downers Grove (PWS)","percent_lead",0.5,0.5,0
"1670","IL0430300","DuPage","Downers Grove (PWS)","percent_unknown",22.1,22.8,-0.699999999999999
"1671","IL0430300","DuPage","Downers Grove (PWS)","percent_unknownnotlead",58.6,68.7,-10.1
"1672","IL0430300","DuPage","Downers Grove (PWS)","Total",16893,16867,26
"1673","IL1130500","McLean","Downs (PWS)","percent_lead",0,0,0
"1674","IL1130500","McLean","Downs (PWS)","percent_unknown",0,0,0
"1675","IL1130500","McLean","Downs (PWS)","percent_unknownnotlead",0,0,0
"1676","IL1130500","McLean","Downs (PWS)","Total",412,412,0
"1677","IL0435400","DuPage","Du Page Water Commission (PWS)","percent_lead",0,0,0
"1678","IL0435400","DuPage","Du Page Water Commission (PWS)","percent_unknown",0,0,0
"1679","IL0435400","DuPage","Du Page Water Commission (PWS)","percent_unknownnotlead",0,0,0
"1680","IL0435400","DuPage","Du Page Water Commission (PWS)","Total",79,78,1
"1681","IL1890150","Washington","Dubois (PWS)","percent_lead",0,0,0
"1682","IL1890150","Washington","Dubois (PWS)","percent_unknown",0,0,0
"1683","IL1890150","Washington","Dubois (PWS)","percent_unknownnotlead",0,0,0
"1684","IL1890150","Washington","Dubois (PWS)","Total",132,132,0
"1685","IL0975380","Lake","Duck Lake Well Owners Association (PWS)","percent_lead",0,0,0
"1686","IL0975380","Lake","Duck Lake Well Owners Association (PWS)","percent_unknown",0,0,0
"1687","IL0975380","Lake","Duck Lake Well Owners Association (PWS)","percent_unknownnotlead",0,0,0
"1688","IL0975380","Lake","Duck Lake Well Owners Association (PWS)","Total",47,47,0
"1689","IL0575150","Fulton","Dunfermline-St David Water Commission (PWS)","percent_lead",0,0,0
"1690","IL0575150","Fulton","Dunfermline-St David Water Commission (PWS)","percent_unknown",47.9,47.9,0
"1691","IL0575150","Fulton","Dunfermline-St David Water Commission (PWS)","percent_unknownnotlead",0,0,0
"1692","IL0575150","Fulton","Dunfermline-St David Water Commission (PWS)","Total",528,528,0
"1693","IL1430250","Peoria","Dunlap (PWS)","percent_lead",0,0,0
"1694","IL1430250","Peoria","Dunlap (PWS)","percent_unknown",0,0,0
"1695","IL1430250","Peoria","Dunlap (PWS)","percent_unknownnotlead",0,0,0
"1696","IL1430250","Peoria","Dunlap (PWS)","Total",590,590,0
"1697","IL1630350","St. Clair","Dupo (PWS)","percent_lead",0,0,0
"1698","IL1630350","St. Clair","Dupo (PWS)","percent_unknown",58.7,60.9,-2.2
"1699","IL1630350","St. Clair","Dupo (PWS)","percent_unknownnotlead",0,0,0
"1700","IL1630350","St. Clair","Dupo (PWS)","Total",2167,2163,4
"1701","IL1450100","Perry","Duquoin (PWS)","percent_lead",0,0,0
"1702","IL1450100","Perry","Duquoin (PWS)","percent_unknown",99.9,100,-0.0999999999999943
"1703","IL1450100","Perry","Duquoin (PWS)","percent_unknownnotlead",0,0,0
"1704","IL1450100","Perry","Duquoin (PWS)","Total",3002,3002,0
"1705","IL2010100","Winnebago","Durand (PWS)","percent_lead",0,0,0
"1706","IL2010100","Winnebago","Durand (PWS)","percent_unknown",0,0,0
"1707","IL2010100","Winnebago","Durand (PWS)","percent_unknownnotlead",0,0,0
"1708","IL2010100","Winnebago","Durand (PWS)","Total",558,557,1
"1709","IL1050250","Livingston","Dwight (PWS)","percent_lead",0,0,0
"1710","IL1050250","Livingston","Dwight (PWS)","percent_unknown",85.3,91.5,-6.2
"1711","IL1050250","Livingston","Dwight (PWS)","percent_unknownnotlead",0,0,0
"1712","IL1050250","Livingston","Dwight (PWS)","Total",1799,1794,5
"1713","IL0790010","Jasper","E J Water Corp (PWS)","percent_lead",0,0,0
"1714","IL0790010","Jasper","E J Water Corp (PWS)","percent_unknown",0,2.8,-2.8
"1715","IL0790010","Jasper","E J Water Corp (PWS)","percent_unknownnotlead",0,0,0
"1716","IL0790010","Jasper","E J Water Corp (PWS)","Total",10980,10728,252
"1717","IL1170300","Macoupin","Eagarville (PWS)","percent_lead",0,0,0
"1718","IL1170300","Macoupin","Eagarville (PWS)","percent_unknown",0,0,0
"1719","IL1170300","Macoupin","Eagarville (PWS)","percent_unknownnotlead",0,0,0
"1720","IL1170300","Macoupin","Eagarville (PWS)","Total",51,51,0
"1721","IL0990150","LaSalle","Earlville (PWS)","percent_lead",0.1,0,0.1
"1722","IL0990150","LaSalle","Earlville (PWS)","percent_unknown",18.3,22.3,-4
"1723","IL0990150","LaSalle","Earlville (PWS)","percent_unknownnotlead",0,0,0
"1724","IL0990150","LaSalle","Earlville (PWS)","Total",694,694,0
"1725","IL1190200","Madison","East Alton (PWS)","percent_lead",0,0,0
"1726","IL1190200","Madison","East Alton (PWS)","percent_unknown",0,0,0
"1727","IL1190200","Madison","East Alton (PWS)","percent_unknownnotlead",23.7,23.7,0
"1728","IL1190200","Madison","East Alton (PWS)","Total",2891,2891,0
"1729","IL0850100","Jo Daviess","East Dubuque (PWS)","percent_lead",1.1,1.2,-0.0999999999999999
"1730","IL0850100","Jo Daviess","East Dubuque (PWS)","percent_unknown",52.9,52.9,0
"1731","IL0850100","Jo Daviess","East Dubuque (PWS)","percent_unknownnotlead",0,0,0
"1732","IL0850100","Jo Daviess","East Dubuque (PWS)","Total",964,964,0
"1733","IL0890250","Kane","East Dundee (PWS)","percent_lead",16.3,16.1,0.199999999999999
"1734","IL0890250","Kane","East Dundee (PWS)","percent_unknown",57.7,57.9,-0.199999999999996
"1735","IL0890250","Kane","East Dundee (PWS)","percent_unknownnotlead",0,0,0
"1736","IL0890250","Kane","East Dundee (PWS)","Total",1401,1400,1
"1737","IL1610140","Rock Island","East End Water Association (PWS)","percent_lead",0,0,0
"1738","IL1610140","Rock Island","East End Water Association (PWS)","percent_unknown",63.2,63.2,0
"1739","IL1610140","Rock Island","East End Water Association (PWS)","percent_unknownnotlead",0,0,0
"1740","IL1610140","Rock Island","East End Water Association (PWS)","Total",19,19,0
"1741","IL0950150","Knox","East Galesburg (PWS)","percent_lead",0,0,0
"1742","IL0950150","Knox","East Galesburg (PWS)","percent_unknown",0,0,0
"1743","IL0950150","Knox","East Galesburg (PWS)","percent_unknownnotlead",0,0,0
"1744","IL0950150","Knox","East Galesburg (PWS)","Total",364,364,0
"1745","IL0310750","Cook","East Hazel Crest (PWS)","percent_lead",26.1,26.1,0
"1746","IL0310750","Cook","East Hazel Crest (PWS)","percent_unknown",0,0,0
"1747","IL0310750","Cook","East Hazel Crest (PWS)","percent_unknownnotlead",0,0,0
"1748","IL0310750","Cook","East Hazel Crest (PWS)","Total",498,498,0
"1749","IL1615100","Rock Island","East Lawn Water Association (PWS)","percent_lead",0,0,0
"1750","IL1615100","Rock Island","East Lawn Water Association (PWS)","percent_unknown",0,0,0
"1751","IL1615100","Rock Island","East Lawn Water Association (PWS)","percent_unknownnotlead",0,0,0
"1752","IL1615100","Rock Island","East Lawn Water Association (PWS)","Total",48,48,0
"1753","IL1835200","Vermilion","East Lynn Community Water System (PWS)","percent_lead",0,0,0
"1754","IL1835200","Vermilion","East Lynn Community Water System (PWS)","percent_unknown",100,100,0
"1755","IL1835200","Vermilion","East Lynn Community Water System (PWS)","percent_unknownnotlead",0,0,0
"1756","IL1835200","Vermilion","East Lynn Community Water System (PWS)","Total",65,65,0
"1757","IL1610250","Rock Island","East Moline (PWS)","percent_lead",0.1,0.8,-0.7
"1758","IL1610250","Rock Island","East Moline (PWS)","percent_unknown",0,99.2,-99.2
"1759","IL1610250","Rock Island","East Moline (PWS)","percent_unknownnotlead",0,0,0
"1760","IL1610250","Rock Island","East Moline (PWS)","Total",6400,6400,0
"1761","IL1975600","Will","East Moreland Water Service Association (PWS)","percent_lead",0,0,0
"1762","IL1975600","Will","East Moreland Water Service Association (PWS)","percent_unknown",0,0,0
"1763","IL1975600","Will","East Moreland Water Service Association (PWS)","percent_unknownnotlead",0,0,0
"1764","IL1975600","Will","East Moreland Water Service Association (PWS)","Total",40,41,-1
"1765","IL1790200","Tazewell","East Peoria (PWS)","percent_lead",3.2,3.2,0
"1766","IL1790200","Tazewell","East Peoria (PWS)","percent_unknown",0,0,0
"1767","IL1790200","Tazewell","East Peoria (PWS)","percent_unknownnotlead",5,0,5
"1768","IL1790200","Tazewell","East Peoria (PWS)","Total",7850,7843,7
"1769","IL0195825","Champaign","East Side MHP (PWS)","percent_lead",0,0,0
"1770","IL0195825","Champaign","East Side MHP (PWS)","percent_unknown",0,0,0
"1771","IL0195825","Champaign","East Side MHP (PWS)","percent_unknownnotlead",0,0,0
"1772","IL0195825","Champaign","East Side MHP (PWS)","Total",51,54,-3
"1773","IL0295500","Coles","Eastern Illinois University (PWS)","percent_lead",0,0,0
"1774","IL0295500","Coles","Eastern Illinois University (PWS)","percent_unknown",0,0,0
"1775","IL0295500","Coles","Eastern Illinois University (PWS)","percent_unknownnotlead",0,0,0
"1776","IL0295500","Coles","Eastern Illinois University (PWS)","Total",26,26,0
"1777","IL1250100","Mason","Easton (PWS)","percent_lead",0,0,0
"1778","IL1250100","Mason","Easton (PWS)","percent_unknown",0,0,0
"1779","IL1250100","Mason","Easton (PWS)","percent_unknownnotlead",0,0,0
"1780","IL1250100","Mason","Easton (PWS)","Total",202,202,0
"1781","IL1115250","McHenry","Eastwood Manor Water Company (PWS)","percent_lead",0,0,0
"1782","IL1115250","McHenry","Eastwood Manor Water Company (PWS)","percent_unknown",99.7,0,99.7
"1783","IL1115250","McHenry","Eastwood Manor Water Company (PWS)","percent_unknownnotlead",0,99.7,-99.7
"1784","IL1115250","McHenry","Eastwood Manor Water Company (PWS)","Total",331,331,0
"1785","IL0335100","Crawford","Eaton PWD (PWS)","percent_lead",0,0,0
"1786","IL0335100","Crawford","Eaton PWD (PWS)","percent_unknown",100,100,0
"1787","IL0335100","Crawford","Eaton PWD (PWS)","percent_unknownnotlead",0,0,0
"1788","IL0335100","Crawford","Eaton PWD (PWS)","Total",580,573,7
"1789","IL1615330","Rock Island","Eberts 3rd Addition (PWS)","percent_lead",0,0,0
"1790","IL1615330","Rock Island","Eberts 3rd Addition (PWS)","percent_unknown",0,100,-100
"1791","IL1615330","Rock Island","Eberts 3rd Addition (PWS)","percent_unknownnotlead",100,0,100
"1792","IL1615330","Rock Island","Eberts 3rd Addition (PWS)","Total",33,33,0
"1793","IL1435150","Peoria","Edelstein Water Coop (PWS)","percent_lead",0,0,0
"1794","IL1435150","Peoria","Edelstein Water Coop (PWS)","percent_unknown",0,0,0
"1795","IL1435150","Peoria","Edelstein Water Coop (PWS)","percent_unknownnotlead",100,0,100
"1796","IL1435150","Peoria","Edelstein Water Coop (PWS)","Total",48,48,0
"1797","IL0490200","Effingham","Edgewood (PWS)","percent_lead",0,0,0
"1798","IL0490200","Effingham","Edgewood (PWS)","percent_unknown",0,0,0
"1799","IL0490200","Effingham","Edgewood (PWS)","percent_unknownnotlead",0,0,0
"1800","IL0490200","Effingham","Edgewood (PWS)","Total",268,268,0
"1801","IL1670140","Sangamon","Edgewood Mobile Home Court (PWS)","percent_lead",0,0,0
"1802","IL1670140","Sangamon","Edgewood Mobile Home Court (PWS)","percent_unknown",100,100,0
"1803","IL1670140","Sangamon","Edgewood Mobile Home Court (PWS)","percent_unknownnotlead",0,0,0
"1804","IL1670140","Sangamon","Edgewood Mobile Home Court (PWS)","Total",51,51,0
"1805","IL1615550","Rock Island","Edgington Water District (PWS)","percent_lead",0,0,0
"1806","IL1615550","Rock Island","Edgington Water District (PWS)","percent_unknown",96.8,96.8,0
"1807","IL1615550","Rock Island","Edgington Water District (PWS)","percent_unknownnotlead",0,0,0
"1808","IL1615550","Rock Island","Edgington Water District (PWS)","Total",155,155,0
"1809","IL0210150","Christian","Edinburg (PWS)","percent_lead",0,0,0
"1810","IL0210150","Christian","Edinburg (PWS)","percent_unknown",4.8,5.8,-1
"1811","IL0210150","Christian","Edinburg (PWS)","percent_unknownnotlead",0,0,0
