"","FacilityId","County","FacilityName","Unknown","UnknownNotLead","Flagged","Difference","Flagged2"
"346","IL0330020","Crawford","Hardinville Water Company (PWS)",-6,0,"No",-6,"No"
"347","IL0330050","Crawford","Flat Rock (PWS)",0,0,"No",0,"No"
"348","IL0330100","Crawford","Hutsonville (PWS)",-143,143,"Yes",0,"Yes"
"349","IL0330150","Crawford","Oblong (PWS)",12,0,"No",12,"No"
"350","IL0335030","Crawford","Robinson-Palestine Water Commission (PWS)",-5,0,"No",-5,"No"
"351","IL0335100","Crawford","Eaton PWD (PWS)",7,0,"No",7,"No"
"352","IL0350050","Cumberland","Greenup (PWS)",-2,0,"No",-2,"No"
"353","IL0350100","Cumberland","Jewett (PWS)",0,2,"No",2,"No"
"354","IL0350150","Cumberland","Neoga (PWS)",0,-3,"No",-3,"No"
"355","IL0350200","Cumberland","Toledo (PWS)",-29,0,"No",-29,"No"
"356","IL0370051","DeKalb","Cortland (PWS)",0,0,"No",0,"No"
"357","IL0370100","DeKalb","De Kalb (PWS)",-1,0,"No",-1,"No"
"358","IL0370150","DeKalb","Genoa (PWS)",208,0,"No",208,"No"
"359","IL0370200","DeKalb","Hinckley (PWS)",-8,0,"No",-8,"No"
"360","IL0370250","DeKalb","Kingston (PWS)",-1,0,"No",-1,"No"
"361","IL0370300","DeKalb","Kirkland (PWS)",-12,0,"No",-12,"No"
"362","IL0370350","DeKalb","Malta (PWS)",0,0,"No",0,"No"
"363","IL0370450","DeKalb","Shabbona (PWS)",0,0,"No",0,"No"
"364","IL0370550","DeKalb","Sycamore (PWS)",-563,-17,"No",-580,"No"
"365","IL0370600","DeKalb","Waterman (PWS)",0,0,"No",0,"No"
"366","IL0374850","DeKalb","Sandwich (PWS)",-10,-7,"No",-17,"No"
"367","IL0374860","DeKalb","Sandwich Estates Mhp (PWS)",0,0,"No",0,"No"
"368","IL0374865","DeKalb","Triangle Manufactured Home Community (PWS)",0,0,"No",0,"No"
"369","IL0374870","DeKalb","Somonauk (PWS)",4,0,"No",4,"No"
"370","IL0375100","DeKalb","Buck Lake Estates Subdivision (PWS)",0,0,"No",0,"No"
"371","IL0375125","DeKalb","Cortland Corners MHP (PWS)",0,0,"No",0,"No"
"372","IL0375148","DeKalb","De Kalb University - Suburban Apartments (PWS)",0,0,"No",0,"No"
"373","IL0375150","DeKalb","Donny Brook Estates Subdivision (PWS)",0,0,"No",0,"No"
"374","IL0375200","DeKalb","Valley View Subdivision (Dekalb) (PWS)",0,0,"No",0,"No"
"375","IL0375500","DeKalb","Northern Illinois University-Dekalb (PWS)",0,0,"No",0,"No"
"376","IL0390050","DeWitt","Clinton (PWS)",0,0,"No",0,"No"
"377","IL0390100","DeWitt","De Witt (PWS)",-72,0,"No",-72,"No"
"378","IL0390150","DeWitt","Farmer City (PWS)",0,0,"No",0,"No"
"379","IL0390200","DeWitt","Kenney (PWS)",0,0,"No",0,"No"
"380","IL0390250","DeWitt","Wapella (PWS)",0,0,"No",0,"No"
"381","IL0390300","DeWitt","Waynesville (PWS)",144,-150,"No",-6,"No"
"382","IL0390350","DeWitt","Weldon (PWS)",-41,0,"No",-41,"No"
"383","IL0395225","DeWitt","West Side MHP (PWS)",0,0,"No",0,"No"
"384","IL0410010","Douglas","Garrett (PWS)",0,0,"No",0,"No"
"385","IL0410020","Douglas","Arcola/Tuscola Water Transmission Main (PWS)",0,0,"No",0,"No"
"386","IL0410030","Douglas","West Prairie Water Company (PWS)",0,0,"No",0,"No"
"387","IL0410050","Douglas","Arcola (PWS)",0,0,"No",0,"No"
"388","IL0410100","Douglas","Camargo (PWS)",0,0,"No",0,"No"
"389","IL0410200","Douglas","Hindsboro (PWS)",0,0,"No",0,"No"
"390","IL0410250","Douglas","Newman (PWS)",0,0,"No",0,"No"
"391","IL0410350","Douglas","Villa Grove (PWS)",0,0,"No",0,"No"
"392","IL0414060","Douglas","Atwood (PWS)",3,0,"No",3,"No"
"393","IL0415030","Douglas","Tuscola (PWS)",0,0,"No",0,"No"
"394","IL0415150","Douglas","Egyptian Trail Water Corp (PWS)",0,0,"No",0,"No"
"395","IL0430010","DuPage","York Township Water System (PWS)",-7,3,"Yes",-4,"No"
"396","IL0430040","DuPage","Hobson Valley Water System (PWS)",0,0,"No",0,"No"
"397","IL0430050","DuPage","Addison (PWS)",0,0,"No",0,"No"
"398","IL0430060","DuPage","Southeast Regional Water Facility (PWS)",0,0,"No",0,"No"
"399","IL0430100","DuPage","Bloomingdale (PWS)",0,0,"No",0,"No"
"400","IL0430200","DuPage","Carol Stream (PWS)",-1226,647,"Yes",-579,"No"
"401","IL0430250","DuPage","Clarendon Hills (PWS)",-200,0,"No",-200,"No"
"402","IL0430270","DuPage","Darien (PWS)",0,0,"No",0,"No"
"403","IL0430300","DuPage","Downers Grove (PWS)",-117,-1679,"No",-1796,"No"
"404","IL0430350","DuPage","Elmhurst (PWS)",-199,0,"No",-199,"No"
"405","IL0430400","DuPage","Glendale Heights (PWS)",0,0,"No",0,"No"
"406","IL0430450","DuPage","Glen Ellyn (PWS)",-130,-26,"No",-156,"No"
"407","IL0430500","DuPage","Itasca (PWS)",0,0,"No",0,"No"
"408","IL0430551","DuPage","Lisle (PWS)",310,-334,"No",-24,"No"
"409","IL0430552","DuPage","Illinois American - Dupage Utility (PWS)",0,0,"No",0,"No"
"410","IL0430600","DuPage","Lombard (PWS)",0,0,"No",0,"No"
"411","IL0430700","DuPage","Oak Brook (PWS)",0,0,"No",0,"No"
"412","IL0430750","DuPage","Oakbrook Terrace (PWS)",0,0,"No",0,"No"
"413","IL0430800","DuPage","Villa Park (PWS)",-471,0,"No",-471,"No"
"414","IL0430833","DuPage","Warrenville (PWS)",0,0,"No",0,"No"
"415","IL0430900","DuPage","West Chicago (PWS)",0,0,"No",0,"No"
"416","IL0430950","DuPage","Westmont (PWS)",-66,0,"No",-66,"No"
"417","IL0431050","DuPage","Wheaton (PWS)",-996,0,"No",-996,"No"
"418","IL0431100","DuPage","Willowbrook (PWS)",0,0,"No",0,"No"
"419","IL0431150","DuPage","Winfield (PWS)",0,0,"No",0,"No"
"420","IL0431200","DuPage","Wood Dale (PWS)",0,0,"No",0,"No"
"421","IL0431250","DuPage","Woodridge (PWS)",406,0,"No",406,"No"
"422","IL0434140","DuPage","Bensenville (PWS)",-673,0,"No",-673,"No"
"423","IL0434190","DuPage","Burr Ridge (PWS)",0,0,"No",0,"No"
"424","IL0434520","DuPage","Hinsdale (PWS)",-14,0,"No",-14,"No"
"425","IL0434670","DuPage","Naperville (PWS)",3,0,"No",3,"No"
"426","IL0434820","DuPage","Roselle (PWS)",0,0,"No",0,"No"
"427","IL0435150","DuPage","Illinois American - Arrowhead (PWS)",-3,0,"No",-3,"No"
"428","IL0435300","DuPage","Utl Inc - Clarendon Water Company (PWS)",0,0,"No",0,"No"
"429","IL0435350","DuPage","Illinois American - Country Club (PWS)",-2,0,"No",-2,"No"
"430","IL0435400","DuPage","Du Page Water Commission (PWS)",0,0,"No",0,"No"
"431","IL0435500","DuPage","Glen Ellyn Heights Subdivision (PWS)",0,0,"No",0,"No"
"432","IL0435600","DuPage","Liberty Park Homeowners Association (PWS)",81,0,"No",81,"No"
"433","IL0435650","DuPage","Illinois American - Liberty Ridge West (PWS)",-10,0,"No",-10,"No"
"434","IL0435700","DuPage","Illinois American - Lombard Heights (PWS)",-4,0,"No",-4,"No"
"435","IL0435850","DuPage","North Regional Water Facility (PWS)",0,0,"No",0,"No"
"436","IL0435945","DuPage","Pleasant Ridge MHP (PWS)",0,0,"No",0,"No"
"437","IL0437000","DuPage","Polo Drive And Saddle Road Subdivision (PWS)",0,0,"No",0,"No"
"438","IL0437160","DuPage","Steeple Run Subdivision (PWS)",0,0,"No",0,"No"
"439","IL0437245","DuPage","Vietzen MHP (PWS)",0,0,"No",0,"No"
"440","IL0437350","DuPage","Illinois American - Valley View (PWS)",1,0,"No",1,"No"
"441","IL0437500","DuPage","Illinois American - Liberty Ridge East (PWS)",0,0,"No",0,"No"
"442","IL0450050","Edgar","Brocton (PWS)",-72,72,"Yes",0,"Yes"
"443","IL0450100","Edgar","Chrisman (PWS)",0,0,"No",0,"No"
"444","IL0450150","Edgar","Hume (PWS)",0,0,"No",0,"No"
"445","IL0450200","Edgar","Kansas (PWS)",-22,0,"No",-22,"No"
"446","IL0450250","Edgar","Metcalf (PWS)",0,0,"No",0,"No"
"447","IL0450300","Edgar","Paris (PWS)",-24,0,"No",-24,"No"
"448","IL0450400","Edgar","Vermilion (PWS)",0,0,"No",0,"No"
"449","IL0470010","Edwards","Ellery Water Corp (PWS)",0,0,"No",0,"No"
"450","IL0470050","Edwards","Albion (PWS)",0,0,"No",0,"No"
"451","IL0470100","Edwards","Bone Gap (PWS)",-149,0,"No",-149,"No"
"452","IL0470200","Edwards","West Salem (PWS)",-1,0,"No",-1,"No"
"453","IL0490050","Effingham","Altamont (PWS)",-16,0,"No",-16,"No"
"454","IL0490100","Effingham","Beecher City (PWS)",0,0,"No",0,"No"
"455","IL0490150","Effingham","Dieterich (PWS)",0,0,"No",0,"No"
"456","IL0490200","Effingham","Edgewood (PWS)",0,0,"No",0,"No"
"457","IL0490250","Effingham","Effingham (PWS)",-1028,0,"No",-1028,"No"
"458","IL0490350","Effingham","Montrose (PWS)",0,0,"No",0,"No"
"459","IL0490450","Effingham","Teutopolis (PWS)",0,0,"No",0,"No"
"460","IL0490500","Effingham","Watson (PWS)",0,0,"No",0,"No"
"461","IL0495150","Effingham","Lake Sara Area Water Co-op, Inc. (PWS)",0,1,"No",1,"No"
"462","IL0495200","Effingham","Heartville PWD (PWS)",0,0,"No",0,"No"
"463","IL0495350","Effingham","Snake Trail Water Association (PWS)",0,0,"No",0,"No"
"464","IL0510010","Fayette","Fayette Water Company (PWS)",0,15,"No",15,"No"
"465","IL0510100","Fayette","Brownstown (PWS)",0,0,"No",0,"No"
"466","IL0510150","Fayette","Farina (PWS)",0,0,"No",0,"No"
"467","IL0510200","Fayette","Ramsey (PWS)",0,0,"No",0,"No"
"468","IL0510250","Fayette","St Elmo (PWS)",-158,134,"Yes",-24,"No"
"469","IL0510300","Fayette","St Peter (PWS)",0,0,"No",0,"No"
"470","IL0510350","Fayette","Vandalia (PWS)",-19,0,"No",-19,"No"
"471","IL0515500","Fayette","Vandalia Correctional Center (PWS)",0,0,"No",0,"No"
"472","IL0530050","Ford","Elliott (PWS)",-5,0,"No",-5,"No"
"473","IL0530100","Ford","Gibson City (PWS)",-799,678,"Yes",-121,"No"
"474","IL0530150","Ford","Kempton (PWS)",0,0,"No",0,"No"
"475","IL0530200","Ford","Melvin (PWS)",0,0,"No",0,"No"
"476","IL0530250","Ford","Paxton (PWS)",0,0,"No",0,"No"
"477","IL0530260","Ford","Paxton MHP Manufactured Home Community (PWS)",0,0,"No",0,"No"
"478","IL0530300","Ford","Piper City (PWS)",0,0,"No",0,"No"
"479","IL0530350","Ford","Roberts (PWS)",-6,0,"No",-6,"No"
"480","IL0530400","Ford","Sibley (PWS)",-160,160,"Yes",0,"Yes"
"481","IL0534200","Ford","Cabery (PWS)",0,0,"No",0,"No"
"482","IL0535100","Ford","Stelle Community Assn (PWS)",0,0,"No",0,"No"
"483","IL0550050","Franklin","Benton (PWS)",0,0,"No",0,"No"
"484","IL0550100","Franklin","Buckner (PWS)",0,0,"No",0,"No"
"485","IL0550150","Franklin","Christopher (PWS)",-405,45,"Yes",-360,"No"
"486","IL0550250","Franklin","Hanaford (PWS)",0,-389,"No",-389,"No"
"487","IL0550300","Franklin","North City (PWS)",0,0,"No",0,"No"
"488","IL0550350","Franklin","Orient (PWS)",-7,7,"Yes",0,"Yes"
"489","IL0550450","Franklin","Sesser (PWS)",0,-4,"No",-4,"No"
"490","IL0550500","Franklin","Thompsonville (PWS)",0,0,"No",0,"No"
"491","IL0550600","Franklin","Valier (PWS)",0,0,"No",0,"No"
"492","IL0550650","Franklin","West City (PWS)",0,0,"No",0,"No"
"493","IL0550700","Franklin","West Frankfort (PWS)",0,-57,"No",-57,"No"
"494","IL0550750","Franklin","Zeigler (PWS)",0,0,"No",0,"No"
"495","IL0554640","Franklin","Macedonia (PWS)",0,0,"No",0,"No"
"496","IL0555030","Franklin","Royalton (PWS)",131,0,"No",131,"No"
"497","IL0555100","Franklin","Rend Lake Inter-City Water System (PWS)",0,72,"No",72,"No"
"498","IL0555120","Franklin","Akin Water District (PWS)",0,0,"No",0,"No"
"499","IL0555150","Franklin","Mulkeytown PWD (PWS)",0,0,"No",0,"No"
"500","IL0555200","Franklin","Greenwood-Creek Nation Water Company (PWS)",-444,432,"Yes",-12,"No"
"501","IL0555250","Franklin","Hill City Water District (PWS)",-8,23,"Yes",15,"No"
"502","IL0555350","Franklin","Ewing-Ina Water Commission (PWS)",-947,0,"No",-947,"No"
"503","IL0555400","Franklin","Plumfield Water District (PWS)",-172,172,"Yes",0,"Yes"
"504","IL0570010","Fulton","South Fulton Water District (PWS)",0,0,"No",0,"No"
"505","IL0570030","Fulton","Marietta (PWS)",0,0,"No",0,"No"
"506","IL0570040","Fulton","Wee-Ma-Tuk Water District (PWS)",0,0,"No",0,"No"
"507","IL0570050","Fulton","Astoria (PWS)",0,0,"No",0,"No"
"508","IL0570100","Fulton","Avon (PWS)",0,0,"No",0,"No"
"509","IL0570200","Fulton","Bryant (PWS)",0,0,"No",0,"No"
"510","IL0570250","Fulton","Canton (PWS)",750,-2075,"No",-1325,"No"
"511","IL0570300","Fulton","Cuba (PWS)",0,0,"No",0,"No"
"512","IL0570450","Fulton","Fairview (PWS)",0,0,"No",0,"No"
"513","IL0570500","Fulton","Illinois American - Farmington (PWS)",-956,0,"No",-956,"No"
"514","IL0570550","Fulton","Ipava (PWS)",-3,0,"No",-3,"No"
"515","IL0570600","Fulton","Lewistown (PWS)",-295,242,"Yes",-53,"No"
"516","IL0570750","Fulton","Norris (PWS)",0,0,"No",0,"No"
"517","IL0570850","Fulton","Smithfield (PWS)",0,0,"No",0,"No"
"518","IL0570900","Fulton","Table Grove (PWS)",-100,0,"No",-100,"No"
"519","IL0570950","Fulton","Vermont (PWS)",-288,0,"No",-288,"No"
"520","IL0574620","Fulton","London Mills (PWS)",0,0,"No",0,"No"
"521","IL0575150","Fulton","Dunfermline-St David Water Commission (PWS)",0,0,"No",0,"No"
"522","IL0590050","Gallatin","Equality-Wtp (PWS)",-56,0,"No",-56,"No"
"523","IL0590150","Gallatin","New Haven (PWS)",53,0,"No",53,"No"
"524","IL0590200","Gallatin","Old Shawneetown (PWS)",-38,0,"No",-38,"No"
"525","IL0590250","Gallatin","Omaha (PWS)",-5,0,"No",-5,"No"
"526","IL0590300","Gallatin","Ridgway (PWS)",-11,0,"No",-11,"No"
"527","IL0590350","Gallatin","Shawneetown (PWS)",-130,128,"Yes",-2,"No"
"528","IL0595100","Gallatin","Gallatin-White Water District (PWS)",0,0,"No",0,"No"
"529","IL0610020","Greene","Greene County RWD (PWS)",0,0,"No",0,"No"
"530","IL0610050","Greene","Carrollton (PWS)",-6,0,"No",-6,"No"
"531","IL0610100","Greene","Eldred (PWS)",0,0,"No",0,"No"
"532","IL0610150","Greene","Greenfield (PWS)",0,0,"No",0,"No"
"533","IL0610200","Greene","Hillview (PWS)",0,0,"No",0,"No"
"534","IL0610250","Greene","Kane (PWS)",0,0,"No",0,"No"
"535","IL0610300","Greene","Rockbridge (PWS)",0,0,"No",0,"No"
"536","IL0610350","Greene","Roodhouse (PWS)",0,0,"No",0,"No"
"537","IL0610400","Greene","White Hall (PWS)",0,0,"No",0,"No"
"538","IL0610450","Greene","Patterson (Inc As Wilmington) (PWS)",0,0,"No",0,"No"
"539","IL0630030","Grundy","Hawthorn Estates Subdivision (PWS)",0,0,"No",0,"No"
"540","IL0630040","Grundy","Illinois American - Nettle Creek (PWS)",2,0,"No",2,"No"
"541","IL0630050","Grundy","Braceville (PWS)",6,0,"No",6,"No"
"542","IL0630060","Grundy","Prairie Oaks Estates Homeowners Association (PWS)",0,0,"No",0,"No"
"543","IL0630070","Grundy","Burt Estates MHC (PWS)",-150,150,"Yes",0,"Yes"
"544","IL0630100","Grundy","Carbon Hill (PWS)",0,0,"No",0,"No"
"545","IL0630200","Grundy","Coal City (PWS)",0,0,"No",0,"No"
"546","IL0630250","Grundy","Diamond (PWS)",0,0,"No",0,"No"
"547","IL0630400","Grundy","Gardner (PWS)",0,0,"No",0,"No"
"548","IL0630450","Grundy","Kinsman (PWS)",0,-1,"No",-1,"No"
"549","IL0630500","Grundy","Mazon (PWS)",-28,0,"No",-28,"No"
"550","IL0630550","Grundy","Minooka (PWS)",0,0,"No",0,"No"
"551","IL0630600","Grundy","Morris (PWS)",0,0,"No",0,"No"
"552","IL0630650","Grundy","South Wilmington (PWS)",0,0,"No",0,"No"
"553","IL0631000","Grundy","Lisbon North, Inc. (PWS)",11,0,"No",11,"No"
"554","IL0635100","Grundy","Illinois American - Ridgecrest (PWS)",0,0,"No",0,"No"
"555","IL0635125","Grundy","Bookwalter Woods MHP (PWS)",0,0,"No",0,"No"
"556","IL0635150","Grundy","Heatherfield Subdivision (PWS)",0,0,"No",0,"No"
"557","IL0635225","Grundy","Shady Oaks MHP (PWS)",-365,0,"No",-365,"No"
"558","IL0635250","Grundy","Ridgecrest North Subdivision (PWS)",0,0,"No",0,"No"
"559","IL0650100","Hamilton","Broughton (PWS)",-82,69,"Yes",-13,"No"
"560","IL0650150","Hamilton","Dahlgren (PWS)",-290,0,"No",-290,"No"
"561","IL0650200","Hamilton","Mc Leansboro (PWS)",-63,0,"No",-63,"No"
"562","IL0651000","Hamilton","Hamilton County Water District (PWS)",-9,0,"No",-9,"No"
"563","IL0670010","Hancock","Elvaston (PWS)",0,0,"No",0,"No"
"564","IL0670050","Hancock","Augusta (PWS)",-2,0,"No",-2,"No"
"565","IL0670200","Hancock","Bowen (PWS)",0,0,"No",0,"No"
"566","IL0670250","Hancock","Carthage (PWS)",0,0,"No",0,"No"
"567","IL0670400","Hancock","Hamilton (PWS)",-108,-65,"No",-173,"No"
"568","IL0670450","Hancock","LaHarpe (PWS)",-6,0,"No",-6,"No"
"569","IL0670500","Hancock","Nauvoo (PWS)",-309,0,"No",-309,"No"
"570","IL0670550","Hancock","Plymouth (PWS)",50,0,"No",50,"No"
"571","IL0670650","Hancock","Warsaw (PWS)",0,0,"No",0,"No"
"572","IL0670700","Hancock","West Point (PWS)",0,0,"No",0,"No"
"573","IL0674300","Hancock","Dallas City-Wtp (PWS)",0,0,"No",0,"No"
"574","IL0690020","Hardin","Illinois American - Hardin County (PWS)",0,0,"No",0,"No"
"575","IL0690050","Hardin","Cave-In-Rock (PWS)",-148,6,"Yes",-142,"No"
"576","IL0690100","Hardin","Elizabethtown (PWS)",-7,0,"No",-7,"No"
"577","IL0690150","Hardin","Rosiclare (PWS)",0,0,"No",0,"No"
"578","IL0695000","Hardin","Hardin County Water District No.1 (PWS)",0,0,"No",0,"No"
"579","IL0710010","Henderson","Dallas Rural Water District (PWS)",671,-413,"No",258,"No"
"580","IL0710020","Henderson","Gladstone (PWS)",8,0,"No",8,"No"
"581","IL0710050","Henderson","Biggsville (PWS)",35,0,"No",35,"No"
"582","IL0710250","Henderson","Media (PWS)",0,0,"No",0,"No"
"583","IL0710300","Henderson","Oquawka (PWS)",-700,0,"No",-700,"No"
"584","IL0710350","Henderson","Raritan (PWS)",0,0,"No",0,"No"
"585","IL0710400","Henderson","Stronghurst (PWS)",-105,0,"No",-105,"No"
"586","IL0730040","Henry","Windcrest Subdivision (PWS)",0,0,"No",0,"No"
"587","IL0730050","Henry","Alpha (PWS)",6,0,"No",6,"No"
"588","IL0730070","Henry","Oakwood West Subdivision (PWS)",0,0,"No",0,"No"
"589","IL0730080","Henry","Hickory Hills 2nd Addition Water Assn (PWS)",0,0,"No",0,"No"
"590","IL0730100","Henry","Andover (PWS)",8,0,"No",8,"No"
"591","IL0730120","Henry","Oak View Estates (PWS)",35,-36,"No",-1,"No"
"592","IL0730130","Henry","Blackhawk College East Campus (PWS)",0,0,"No",0,"No"
"593","IL0730150","Henry","Annawan (PWS)",0,0,"No",0,"No"
"594","IL0730200","Henry","Atkinson (PWS)",0,0,"No",0,"No"
"595","IL0730250","Henry","Bishop Hill (PWS)",50,0,"No",50,"No"
"596","IL0730300","Henry","Cambridge (PWS)",0,0,"No",0,"No"
"597","IL0730400","Henry","Colona East (PWS)",0,0,"No",0,"No"
"598","IL0730450","Henry","Galva (PWS)",137,0,"No",137,"No"
"599","IL0730500","Henry","Geneseo (PWS)",-6,0,"No",-6,"No"
"600","IL0730550","Henry","Colona West (PWS)",0,0,"No",0,"No"
"601","IL0730650","Henry","Kewanee (PWS)",-39,0,"No",-39,"No"
"602","IL0730700","Henry","Orion (PWS)",0,-4,"No",-4,"No"
"603","IL0730750","Henry","Woodhull (PWS)",-104,102,"Yes",-2,"No"
"604","IL0735000","Henry","Buysse Subdivision (PWS)",0,0,"No",0,"No"
"605","IL0735050","Henry","Country Estates Subdivision (PWS)",0,0,"No",0,"No"
"606","IL0735100","Henry","Lynn Water Association, Inc (PWS)",-32,32,"Yes",0,"Yes"
"607","IL0735120","Henry","Wolf Ridge Well Corporation (PWS)",0,0,"No",0,"No"
"608","IL0735150","Henry","Ophiem (PWS)",0,0,"No",0,"No"
"609","IL0735200","Henry","Osco Mutual Water Supply Company, Inc. (PWS)",0,0,"No",0,"No"
"610","IL0735220","Henry","Hazelwood Heights Subdivision (PWS)",0,0,"No",0,"No"
"611","IL0735250","Henry","Hazelwood West Subdivision (PWS)",0,0,"No",0,"No"
"612","IL0735280","Henry","Lynwood 3rd Addition (PWS)",0,0,"No",0,"No"
"613","IL0735300","Henry","Sunny Hill Estates Subdivision (PWS)",0,0,"No",0,"No"
"614","IL0735329","Henry","Hillcrest Home (PWS)",0,0,"No",0,"No"
"615","IL0735330","Henry","Lake Lynwood Water System (PWS)",0,0,"No",0,"No"
"616","IL0735350","Henry","Hazelwood 4th Addition (PWS)",0,0,"No",0,"No"
"617","IL0735450","Henry","Timber Brook Estates (PWS)",0,0,"No",0,"No"
"618","IL0735470","Henry","Timber Ridge Subdivision (PWS)",1,0,"No",1,"No"
"619","IL0735500","Henry","Rustic Acres Water Association (PWS)",0,0,"No",0,"No"
"620","IL0735600","Henry","Geneseo Hills Subdivision (PWS)",0,0,"No",0,"No"
"621","IL0735700","Henry","Country Club Estates Subdivision (PWS)",0,0,"No",0,"No"
"622","IL0735850","Henry","North Hazelwood Subdivision (PWS)",0,0,"No",0,"No"
"623","IL0750020","Iroquois","Prairieview Lutheran Home (PWS)",0,0,"No",0,"No"
"624","IL0750050","Iroquois","Ashkum (PWS)",-48,46,"Yes",-2,"No"
"625","IL0750100","Iroquois","Beaverville (PWS)",-1,0,"No",-1,"No"
"626","IL0750150","Iroquois","Buckley (PWS)",-1,0,"No",-1,"No"
"627","IL0750200","Iroquois","Cissna Park (PWS)",-25,0,"No",-25,"No"
"628","IL0750250","Iroquois","Clifton (PWS)",-197,197,"Yes",0,"Yes"
"629","IL0750300","Iroquois","Crescent City (PWS)",-1,0,"No",-1,"No"
"630","IL0750350","Iroquois","Danforth (PWS)",-1,0,"No",-1,"No"
"631","IL0750400","Iroquois","Donovan (PWS)",0,0,"No",0,"No"
"632","IL0750450","Iroquois","Gilman (PWS)",-1,0,"No",-1,"No"
"633","IL0750550","Iroquois","Loda (PWS)",95,0,"No",95,"No"
"634","IL0750600","Iroquois","Martinton (PWS)",0,-147,"No",-147,"No"
"635","IL0750650","Iroquois","Milford (PWS)",0,0,"No",0,"No"
"636","IL0750700","Iroquois","Onarga (PWS)",0,0,"No",0,"No"
"637","IL0750800","Iroquois","Sheldon (PWS)",0,0,"No",0,"No"
"638","IL0750850","Iroquois","Thawville (PWS)",-40,40,"Yes",0,"Yes"
"639","IL0750900","Iroquois","Watseka (PWS)",-5,0,"No",-5,"No"
"640","IL0750910","Iroquois","Sugar Creek Manufactured Home Comm., LLC (PWS)",0,-4,"No",-4,"No"
"641","IL0750950","Iroquois","Wellington (PWS)",99,-102,"No",-3,"No"
"642","IL0751000","Iroquois","Woodland (PWS)",0,0,"No",0,"No"
"643","IL0754240","Iroquois","Chebanse (PWS)",-1,0,"No",-1,"No"
"644","IL0755110","Iroquois","Bayles Lake Homeowners Association (PWS)",0,0,"No",0,"No"
"645","IL0755125","Iroquois","Beaver Creek Village MHP (PWS)",0,0,"No",0,"No"
"646","IL0755185","Iroquois","Iroquois Mobile Estates, Inc. (PWS)",4,-5,"No",-1,"No"
"647","IL0755200","Iroquois","Lake Iroquois Association (PWS)",-1,0,"No",-1,"No"
"648","IL0755365","Iroquois","Watch E Kee Manufactured Home Community (PWS)",0,0,"No",0,"No"
"649","IL0755389","Iroquois","Presence Merkle Kniprath Home (PWS)",0,0,"No",0,"No"
"650","IL0770010","Jackson","Elverado Water District (PWS)",0,300,"No",300,"No"
"651","IL0770050","Jackson","Ava (PWS)",34,-506,"No",-472,"No"
"652","IL0770100","Jackson","Campbell Hill (PWS)",-9,0,"No",-9,"No"
"653","IL0770150","Jackson","Carbondale (PWS)",0,0,"No",0,"No"
"654","IL0770200","Jackson","De Soto (PWS)",-861,0,"No",-861,"No"
"655","IL0770250","Jackson","Dowell (PWS)",-390,324,"Yes",-66,"No"
"656","IL0770300","Jackson","Elkville (PWS)",-5,0,"No",-5,"No"
"657","IL0770350","Jackson","Gorham (PWS)",0,0,"No",0,"No"
"658","IL0770400","Jackson","Grand Tower (PWS)",0,0,"No",0,"No"
"659","IL0770500","Jackson","Murphysboro (PWS)",563,0,"No",563,"No"
"660","IL0770550","Jackson","Vergennes (PWS)",0,0,"No",0,"No"
"661","IL0775100","Jackson","Kinkaid Area Water System (PWS)",0,0,"No",0,"No"
"662","IL0775150","Jackson","Lakeside PWD (PWS)",-74,0,"No",-74,"No"
"663","IL0775160","Jackson","Crab Orchard Lake MHP (PWS)",0,0,"No",0,"No"
"664","IL0775200","Jackson","Murdale PWD (PWS)",0,29,"No",29,"No"
"665","IL0775250","Jackson","Oraville Water District (PWS)",0,0,"No",0,"No"
"666","IL0775400","Jackson","South Highway PWD (PWS)",0,0,"No",0,"No"
"667","IL0775420","Jackson","Buncombe Water District (PWS)",0,0,"No",0,"No"
"668","IL0790010","Jasper","E J Water Corp (PWS)",-300,0,"No",-300,"No"
"669","IL0790100","Jasper","Newton (PWS)",-234,0,"No",-234,"No"
"670","IL0790200","Jasper","Sainte Marie (PWS)",0,0,"No",0,"No"
"671","IL0790300","Jasper","Willow Hill (PWS)",0,-25,"No",-25,"No"
"672","IL0810010","Jefferson","Northeast Mount Vernon Water Company (PWS)",0,0,"No",0,"No"
"673","IL0810030","Jefferson","Moores Prairie Township Water Company (PWS)",0,0,"No",0,"No"
"674","IL0810050","Jefferson","Belle Rive (PWS)",810,-820,"No",-10,"No"
"675","IL0810100","Jefferson","Bluford (PWS)",0,0,"No",0,"No"
"676","IL0810150","Jefferson","Bonnie (PWS)",0,0,"No",0,"No"
"677","IL0810300","Jefferson","Mount Vernon (PWS)",-500,0,"No",-500,"No"
"678","IL0810350","Jefferson","Nason (PWS)",-1,0,"No",-1,"No"
"679","IL0810400","Jefferson","Waltonville (PWS)",0,0,"No",0,"No"
"680","IL0810450","Jefferson","Woodlawn (PWS)",-42,0,"No",-42,"No"
"681","IL0815100","Jefferson","Dix-Kell Water Commssion (PWS)",0,0,"No",0,"No"
"682","IL0830010","Jersey","New Piasa Chautauqua (PWS)",0,0,"No",0,"No"
"683","IL0830150","Jersey","Fieldon (PWS)",0,0,"No",0,"No"
"684","IL0830250","Jersey","Jerseyville (PWS)",0,0,"No",0,"No"
"685","IL0835300","Jersey","Jersey RWC (PWS)",-1,0,"No",-1,"No"
